0,Date,Price,Open,High,Low,Volume,Chg%
1,"Sep 24, 2023","2,345.00","2,350.40","2,383.00","2,325.00",31.46M,-0.42%
2,"Sep 17, 2023","2,354.95","2,440.05","2,451.00","2,350.00",48.00M,-4.19%
3,"Sep 10, 2023","2,457.85","2,452.00","2,483.00","2,426.25",38.50M,0.39%
4,"Sep 03, 2023","2,448.20","2,412.65","2,456.00","2,405.30",31.49M,1.47%
5,"Aug 27, 2023","2,412.65","2,472.00","2,484.00","2,399.90",40.69M,-2.26%
6,"Aug 20, 2023","2,468.35","2,539.95","2,555.45","2,442.60",31.41M,-3.46%
7,"Aug 13, 2023","2,556.80","2,539.00","2,582.80","2,508.55",26.05M,0.38%
8,"Aug 06, 2023","2,547.15","2,521.00","2,558.85","2,481.10",32.48M,1.50%
9,"Jul 30, 2023","2,509.55","2,527.85","2,559.00","2,458.05",31.94M,-0.72%
10,"Jul 23, 2023","2,527.85","2,481.00","2,547.00","2,469.30",43.36M,-0.43%
11,"Jul 16, 2023","2,538.75","2,493.89","2,630.95","2,476.64",74.73M,-7.37%
12,"Jul 09, 2023","2,740.70","2,688.90","2,802.00","2,675.00",47.00M,4.07%
13,"Jul 02, 2023","2,633.60","2,558.05","2,664.95","2,555.35",29.05M,3.27%
14,"Jun 25, 2023","2,550.25","2,507.00","2,556.65","2,486.65",20.69M,1.41%
15,"Jun 18, 2023","2,514.75","2,584.00","2,584.00","2,512.00",16.12M,-2.43%
16,"Jun 11, 2023","2,577.40","2,478.65","2,582.40","2,465.40",11.16M,3.85%
17,"Jun 04, 2023","2,481.95","2,467.20","2,516.85","2,458.45",21.53M,1.09%
18,"May 28, 2023","2,455.20","2,521.00","2,537.70","2,451.00",36.39M,-2.05%
19,"May 21, 2023","2,506.50","2,435.00","2,509.00","2,416.05",21.12M,2.64%
20,"May 14, 2023","2,441.95","2,489.90","2,504.55","2,418.85",19.81M,-1.71%
21,"May 07, 2023","2,484.35","2,450.00","2,509.50","2,444.15",20.31M,1.74%
22,"Apr 30, 2023","2,441.75","2,436.20","2,461.35","2,413.05",17.27M,0.88%
23,"Apr 23, 2023","2,420.50","2,375.00","2,423.90","2,348.00",25.62M,3.04%
24,"Apr 16, 2023","2,349.00","2,424.95","2,424.95","2,326.00",25.50M,-0.28%
25,"Apr 09, 2023","2,355.50","2,350.00","2,367.80","2,321.55",24.95M,0.60%
26,"Apr 02, 2023","2,341.45","2,345.00","2,354.00","2,308.55",20.76M,0.45%
27,"Mar 26, 2023","2,331.05","2,217.50","2,343.45","2,200.20",33.97M,5.80%
28,"Mar 19, 2023","2,203.30","2,215.00","2,291.45","2,180.00",37.14M,-0.89%
29,"Mar 12, 2023","2,223.10","2,329.00","2,344.00","2,202.20",47.49M,-4.29%
30,"Mar 05, 2023","2,322.70","2,400.00","2,424.60","2,315.05",25.62M,-2.63%
31,"Feb 26, 2023","2,385.40","2,382.00","2,393.45","2,313.65",31.72M,0.07%
32,"Feb 19, 2023","2,383.70","2,445.00","2,449.75","2,361.35",24.21M,-2.32%
33,"Feb 12, 2023","2,440.20","2,340.20","2,463.80","2,313.55",40.27M,4.43%
34,"Feb 05, 2023","2,336.65","2,315.00","2,370.85","2,293.00",34.66M,0.33%
35,"Jan 29, 2023","2,329.00","2,331.70","2,387.65","2,293.00",47.15M,-0.36%
36,"Jan 22, 2023","2,337.35","2,449.00","2,466.20","2,311.65",30.30M,-4.31%
37,"Jan 15, 2023","2,442.65","2,472.70","2,491.10","2,427.00",29.86M,-1.01%
38,"Jan 08, 2023","2,467.60","2,545.30","2,606.00","2,434.60",31.65M,-2.73%
39,"Jan 01, 2023","2,536.90","2,550.00","2,579.00","2,504.00",19.49M,-0.40%
40,"Dec 25, 2022","2,547.20","2,514.75","2,577.00","2,492.40",15.43M,1.80%
41,"Dec 18, 2022","2,502.20","2,581.00","2,633.00","2,492.25",19.12M,-2.47%
42,"Dec 11, 2022","2,565.60","2,585.50","2,638.95","2,558.15",22.89M,-1.67%
43,"Dec 04, 2022","2,609.10","2,712.00","2,716.75","2,601.85",24.14M,-4.15%
44,"Nov 27, 2022","2,722.15","2,608.90","2,755.00","2,502.00",41.46M,3.99%
45,"Nov 20, 2022","2,617.60","2,588.00","2,624.90","2,536.50",16.69M,0.77%
46,"Nov 13, 2022","2,597.65","2,630.75","2,642.00","2,571.10",17.45M,-1.30%
47,"Nov 06, 2022","2,631.80","2,591.00","2,636.00","2,563.00",19.07M,1.51%
48,"Oct 30, 2022","2,592.75","2,541.00","2,600.00","2,508.00",25.21M,2.64%
49,"Oct 23, 2022","2,526.15","2,460.00","2,535.00","2,432.80",21.10M,2.21%
50,"Oct 16, 2022","2,471.60","2,355.00","2,527.85","2,343.60",30.16M,4.26%
51,"Oct 09, 2022","2,370.70","2,405.00","2,417.60","2,343.10",18.18M,-2.53%
52,"Oct 02, 2022","2,432.35","2,391.50","2,450.00","2,363.00",19.32M,2.30%
53,"Sep 25, 2022","2,377.75","2,394.05","2,426.00","2,311.00",36.42M,-2.53%
54,"Sep 18, 2022","2,439.50","2,499.20","2,537.70","2,436.10",20.78M,-2.39%
55,"Sep 11, 2022","2,499.20","2,570.55","2,629.70","2,491.00",25.65M,-2.73%
56,"Sep 04, 2022","2,569.30","2,531.00","2,610.00","2,531.00",20.81M,1.53%
57,"Aug 28, 2022","2,530.50","2,585.00","2,655.00","2,525.70",35.02M,-3.34%
58,"Aug 21, 2022","2,618.00","2,617.00","2,670.00","2,586.00",22.21M,0.16%
59,"Aug 14, 2022","2,613.85","2,646.20","2,676.90","2,604.95",13.88M,-0.73%
60,"Aug 07, 2022","2,633.00","2,531.00","2,641.35","2,531.00",19.26M,3.91%
61,"Jul 31, 2022","2,534.00","2,519.15","2,617.75","2,507.60",33.36M,0.98%
62,"Jul 24, 2022","2,509.45","2,467.45","2,517.10","2,402.00",32.63M,0.25%
63,"Jul 17, 2022","2,503.10","2,421.00","2,542.50","2,392.30",38.31M,4.22%
64,"Jul 10, 2022","2,401.80","2,376.50","2,439.70","2,370.00",30.19M,0.43%
65,"Jul 03, 2022","2,391.40","2,378.95","2,464.90","2,366.10",58.04M,-0.72%
66,"Jun 26, 2022","2,408.70","2,544.95","2,615.90","2,365.00",70.78M,-3.65%
67,"Jun 19, 2022","2,500.05","2,605.00","2,617.10","2,445.00",31.42M,-3.47%
68,"Jun 12, 2022","2,590.00","2,650.00","2,672.80","2,554.00",39.27M,-4.58%
69,"Jun 05, 2022","2,714.25","2,780.00","2,814.00","2,701.50",32.91M,-2.35%
70,"May 29, 2022","2,779.50","2,615.00","2,817.35","2,594.20",64.76M,7.94%
71,"May 22, 2022","2,575.10","2,631.50","2,656.70","2,540.10",35.03M,-1.88%
72,"May 15, 2022","2,624.45","2,434.45","2,644.40","2,416.65",38.65M,8.15%
73,"May 08, 2022","2,426.60","2,574.95","2,597.10","2,370.00",43.40M,-7.40%
74,"May 01, 2022","2,620.65","2,762.00","2,805.50","2,593.55",30.26M,-6.08%
75,"Apr 24, 2022","2,790.25","2,742.40","2,856.15","2,663.65",42.67M,1.14%
76,"Apr 17, 2022","2,758.80","2,533.00","2,802.00","2,521.80",45.20M,8.12%
77,"Apr 10, 2022","2,551.65","2,600.00","2,638.55","2,545.50",15.15M,-2.45%
78,"Apr 03, 2022","2,615.65","2,655.45","2,675.00","2,560.00",29.53M,-1.51%
79,"Mar 27, 2022","2,655.85","2,610.00","2,688.00","2,586.50",25.63M,2.31%
80,"Mar 20, 2022","2,595.85","2,444.00","2,616.00","2,439.00",35.72M,4.60%
81,"Mar 13, 2022","2,481.70","2,386.90","2,497.40","2,340.85",26.23M,3.44%
82,"Mar 06, 2022","2,399.15","2,278.70","2,411.00","2,180.00",41.50M,3.16%
83,"Feb 27, 2022","2,325.55","2,243.00","2,414.85","2,243.00",29.43M,1.82%
84,"Feb 20, 2022","2,283.95","2,412.00","2,437.50","2,243.40",32.92M,-5.79%
85,"Feb 13, 2022","2,424.40","2,340.25","2,456.40","2,313.00",23.98M,2.02%
86,"Feb 06, 2022","2,376.40","2,342.00","2,395.70","2,305.00",28.92M,1.93%
87,"Jan 30, 2022","2,331.30","2,360.20","2,420.60","2,321.10",25.84M,-0.19%
88,"Jan 23, 2022","2,335.85","2,475.00","2,504.75","2,305.00",37.41M,-5.73%
89,"Jan 16, 2022","2,477.85","2,538.00","2,565.00","2,452.00",24.85M,-2.41%
90,"Jan 09, 2022","2,539.00","2,452.00","2,567.30","2,416.05",33.25M,4.23%
91,"Jan 02, 2022","2,436.00","2,365.00","2,477.00","2,363.55",25.60M,2.87%
92,"Dec 26, 2021","2,368.15","2,361.55","2,419.00","2,345.60",29.83M,-0.20%
93,"Dec 19, 2021","2,372.80","2,317.85","2,392.00","2,247.10",28.51M,1.38%
94,"Dec 12, 2021","2,340.45","2,473.50","2,474.10","2,320.00",30.49M,-4.82%
95,"Dec 05, 2021","2,458.95","2,416.00","2,474.90","2,357.15",23.95M,2.11%
96,"Nov 28, 2021","2,408.25","2,439.10","2,500.00","2,388.85",45.48M,-0.18%
97,"Nov 21, 2021","2,412.60","2,436.10","2,502.00","2,309.00",57.43M,-2.45%
98,"Nov 14, 2021","2,473.30","2,600.00","2,602.20","2,450.05",16.08M,-4.62%
99,"Nov 07, 2021","2,593.10","2,519.40","2,598.75","2,456.40",30.32M,3.77%
100,"Oct 31, 2021","2,498.85","2,536.25","2,556.00","2,461.00",18.34M,-1.47%
101,"Oct 24, 2021","2,536.25","2,680.00","2,680.00","2,501.70",28.13M,-3.47%
102,"Oct 17, 2021","2,627.40","2,668.60","2,751.35","2,603.20",30.92M,-2.70%
103,"Oct 10, 2021","2,700.40","2,701.40","2,720.00","2,641.25",18.48M,1.09%
104,"Oct 03, 2021","2,671.25","2,553.00","2,684.40","2,537.05",26.22M,5.85%
105,"Sep 26, 2021","2,523.70","2,487.00","2,570.00","2,475.30",30.31M,1.65%
106,"Sep 19, 2021","2,482.70","2,372.10","2,505.45","2,370.00",29.37M,3.85%
107,"Sep 12, 2021","2,390.55","2,433.00","2,455.85","2,366.00",38.13M,-1.45%
108,"Sep 05, 2021","2,425.60","2,413.00","2,480.00","2,406.65",34.27M,1.55%
109,"Aug 29, 2021","2,388.50","2,250.00","2,395.00","2,236.80",42.59M,7.23%
110,"Aug 22, 2021","2,227.40","2,174.00","2,244.90","2,132.30",29.61M,3.68%
111,"Aug 15, 2021","2,148.25","2,149.35","2,203.00","2,128.15",24.97M,0.12%
112,"Aug 08, 2021","2,145.65","2,081.00","2,149.90","2,066.50",22.85M,2.71%
113,"Aug 01, 2021","2,089.05","2,054.30","2,154.80","2,041.15",34.05M,2.64%
114,"Jul 25, 2021","2,035.30","2,108.00","2,121.00","2,016.25",28.26M,-3.34%
115,"Jul 18, 2021","2,105.70","2,100.00","2,134.45","2,084.00",15.23M,-0.32%
116,"Jul 11, 2021","2,112.40","2,079.75","2,114.75","2,074.50",19.43M,1.99%
117,"Jul 04, 2021","2,071.20","2,136.45","2,153.55","2,066.10",24.21M,-2.72%
118,"Jun 27, 2021","2,129.05","2,122.00","2,132.90","2,081.00",43.29M,1.17%
119,"Jun 20, 2021","2,104.45","2,203.50","2,261.00","2,081.10",87.01M,-5.45%
120,"Jun 13, 2021","2,225.65","2,215.00","2,274.90","2,179.90",42.19M,0.56%
121,"Jun 06, 2021","2,213.15","2,202.00","2,242.00","2,157.95",30.15M,1.03%
122,"May 30, 2021","2,190.50","2,102.00","2,250.00","2,085.05",69.32M,4.57%
123,"May 23, 2021","2,094.80","2,008.00","2,105.00","1,960.00",52.66M,4.61%
124,"May 16, 2021","2,002.55","1,937.30","2,016.45","1,930.40",28.83M,3.37%
125,"May 09, 2021","1,937.30","1,939.00","1,946.80","1,906.00",24.87M,0.29%
126,"May 02, 2021","1,931.75","1,966.00","1,979.00","1,906.60",39.13M,-3.15%
127,"Apr 25, 2021","1,994.50","1,920.00","2,044.50","1,911.50",43.94M,4.73%
128,"Apr 18, 2021","1,904.35","1,904.00","1,919.00","1,876.70",28.61M,-1.44%
129,"Apr 11, 2021","1,932.10","1,959.00","1,961.40","1,900.25",34.93M,-2.52%
130,"Apr 04, 2021","1,982.05","2,024.95","2,046.90","1,962.10",38.10M,-1.97%
131,"Mar 28, 2021","2,021.85","2,008.00","2,049.90","1,991.55",22.34M,1.36%
132,"Mar 21, 2021","1,994.65","2,071.00","2,109.70","1,973.70",43.84M,-4.20%
133,"Mar 14, 2021","2,082.00","2,140.05","2,148.90","1,982.80",51.79M,-2.60%
134,"Mar 07, 2021","2,137.60","2,168.50","2,231.90","2,123.90",29.10M,-1.89%
135,"Feb 28, 2021","2,178.70","2,110.20","2,219.90","2,062.50",52.47M,4.45%
136,"Feb 21, 2021","2,085.80","2,080.00","2,152.00","1,994.95",61.19M,0.26%
137,"Feb 14, 2021","2,080.30","2,048.05","2,108.40","2,025.00",47.54M,1.90%
138,"Feb 07, 2021","2,041.60","1,933.05","2,078.00","1,927.30",62.33M,6.13%
139,"Jan 31, 2021","1,923.75","1,859.40","1,952.00","1,848.00",70.07M,4.44%
140,"Jan 24, 2021","1,841.95","2,034.95","2,034.95","1,830.00",80.47M,-10.13%
141,"Jan 17, 2021","2,049.60","1,949.10","2,120.00","1,923.35",77.37M,5.79%
142,"Jan 10, 2021","1,937.45","1,938.80","1,974.95","1,892.50",66.10M,0.19%
143,"Jan 03, 2021","1,933.70","1,995.10","1,998.90","1,905.15",71.49M,-2.71%
144,"Dec 27, 2020","1,987.50","2,006.70","2,018.00","1,975.55",40.00M,-0.33%
145,"Dec 20, 2020","1,994.15","2,010.00","2,022.00","1,855.25",51.94M,0.13%
146,"Dec 13, 2020","1,991.55","2,007.95","2,015.00","1,961.10",42.99M,-0.71%
147,"Dec 06, 2020","2,005.80","1,940.60","2,038.00","1,940.60",61.76M,3.03%
148,"Nov 29, 2020","1,946.75","1,940.35","1,981.10","1,930.05",40.70M,0.88%
149,"Nov 22, 2020","1,929.80","1,951.00","1,992.95","1,921.40",84.03M,1.60%
150,"Nov 15, 2020","1,899.50","2,014.90","2,085.00","1,895.00",77.27M,-4.85%
151,"Nov 08, 2020","1,996.40","2,062.10","2,095.00","1,965.00",99.19M,-1.61%
152,"Nov 01, 2020","2,029.15","2,027.00","2,040.00","1,835.10",171.73M,-1.23%
153,"Oct 25, 2020","2,054.50","2,101.95","2,101.95","1,991.00",77.72M,-2.77%
154,"Oct 18, 2020","2,113.05","2,190.05","2,228.70","2,091.00",63.68M,-2.88%
155,"Oct 11, 2020","2,175.80","2,235.00","2,304.00","2,172.65",48.78M,-2.58%
156,"Oct 04, 2020","2,233.45","2,244.00","2,309.00","2,201.65",60.06M,0.37%
157,"Sep 27, 2020","2,225.25","2,227.00","2,267.00","2,207.05",41.89M,1.07%
158,"Sep 20, 2020","2,201.70","2,300.00","2,336.00","2,167.30",78.28M,-4.51%
159,"Sep 13, 2020","2,305.70","2,325.00","2,369.35","2,276.55",75.73M,-0.61%
160,"Sep 06, 2020","2,319.75","2,084.00","2,344.95","2,044.25",140.49M,11.67%
161,"Aug 30, 2020","2,077.25","2,174.00","2,174.00","2,060.35",80.63M,-1.84%
162,"Aug 23, 2020","2,116.15","2,091.40","2,150.00","2,047.00",77.18M,1.65%
163,"Aug 16, 2020","2,081.85","2,105.00","2,154.00","2,070.10",66.20M,-1.51%
164,"Aug 09, 2020","2,113.80","2,159.10","2,165.00","2,089.25",74.81M,-1.52%
165,"Aug 02, 2020","2,146.45","2,051.30","2,196.00","2,000.25",136.43M,3.84%
166,"Jul 26, 2020","2,067.10","2,178.80","2,198.80","2,052.80",164.25M,-3.68%
167,"Jul 19, 2020","2,146.15","1,917.80","2,163.00","1,899.65",146.51M,12.26%
168,"Jul 12, 2020","1,911.70","1,903.35","1,978.80","1,798.00",178.74M,1.79%
169,"Jul 05, 2020","1,878.05","1,805.00","1,884.60","1,786.25",87.03M,5.04%
170,"Jun 28, 2020","1,787.90","1,728.05","1,793.00","1,695.55",65.81M,2.66%
171,"Jun 21, 2020","1,741.65","1,773.40","1,804.20","1,711.70",101.69M,-1.01%
172,"Jun 14, 2020","1,759.40","1,565.00","1,788.80","1,561.10",134.92M,10.74%
173,"Jun 07, 2020","1,588.80","1,618.40","1,618.40","1,497.00",63.85M,0.45%
174,"May 31, 2020","1,581.70","1,480.00","1,618.00","1,475.95",71.43M,8.01%
175,"May 24, 2020","1,464.40","1,448.15","1,479.75","1,412.00",68.78M,2.29%
176,"May 17, 2020","1,431.55","1,470.00","1,482.00","1,393.00",109.58M,-1.91%
177,"May 10, 2020","1,459.40","1,565.16","1,599.83","1,415.10",159.50M,-5.67%
178,"May 03, 2020","1,547.14","1,426.48","1,565.06","1,404.14",126.06M,6.53%
179,"Apr 26, 2020","1,452.23","1,420.54","1,480.91","1,379.08",113.43M,3.46%
180,"Apr 19, 2020","1,403.69","1,214.49","1,480.91","1,153.07",203.31M,15.77%
181,"Apr 12, 2020","1,212.51","1,192.65","1,224.39","1,132.27",59.87M,0.33%
182,"Apr 05, 2020","1,208.49","1,091.75","1,221.22","1,089.67",63.36M,13.23%
183,"Mar 29, 2020","1,067.33","1,030.83","1,123.80","1,010.42",72.68M,1.11%
184,"Mar 22, 2020","1,055.59",907.60,"1,140.74",867.43,113.97M,4.68%
185,"Mar 15, 2020","1,008.39","1,050.59","1,069.56",883.82,116.96M,-7.90%
186,"Mar 08, 2020","1,094.92","1,228.41","1,229.35",933.55,127.85M,-13.04%
187,"Mar 01, 2020","1,259.06","1,342.38","1,356.15","1,229.45",66.11M,-4.34%
188,"Feb 23, 2020","1,316.17","1,455.95","1,463.13","1,312.56",65.92M,-10.59%
189,"Feb 16, 2020","1,472.00","1,475.02","1,493.84","1,443.71",25.50M,-0.11%
190,"Feb 09, 2020","1,473.63","1,414.59","1,487.35","1,397.21",35.75M,3.76%
191,"Feb 02, 2020","1,420.19","1,392.10","1,453.22","1,350.25",58.35M,1.56%
192,"Jan 26, 2020","1,398.40","1,500.68","1,510.14","1,393.99",55.30M,-7.22%
193,"Jan 19, 2020","1,507.26","1,593.89","1,593.89","1,504.29",40.46M,-3.76%
194,"Jan 12, 2020","1,566.15","1,530.54","1,570.07","1,503.99",42.56M,2.15%
195,"Jan 05, 2020","1,533.12","1,505.73","1,543.32","1,483.93",39.09M,0.68%
196,"Dec 29, 2019","1,522.72","1,531.43","1,533.12","1,491.36",42.47M,-0.34%
197,"Dec 22, 2019","1,527.87","1,545.45","1,562.74","1,495.97",41.81M,-3.55%
198,"Dec 15, 2019","1,584.08","1,577.05","1,602.36","1,540.94",40.95M,1.02%
199,"Dec 08, 2019","1,568.04","1,541.54","1,575.07","1,531.98",26.85M,1.80%
200,"Dec 01, 2019","1,540.30","1,584.98","1,599.29","1,519.35",45.33M,0.24%
201,"Nov 24, 2019","1,536.58","1,536.58","1,569.28","1,533.32",42.66M,0.30%
202,"Nov 17, 2019","1,531.98","1,458.82","1,557.64","1,441.73",57.71M,5.14%
203,"Nov 10, 2019","1,457.04","1,425.59","1,472.84","1,409.19",30.71M,1.75%
204,"Nov 03, 2019","1,431.93","1,452.14","1,457.19","1,415.09",31.14M,-0.78%
205,"Oct 27, 2019","1,443.22","1,427.47","1,475.66","1,416.57",36.22M,1.80%
206,"Oct 20, 2019","1,417.76","1,411.62","1,427.92","1,370.16",38.03M,1.05%
207,"Oct 13, 2019","1,403.05","1,352.13","1,414.49","1,338.17",39.98M,4.71%
208,"Oct 06, 2019","1,339.90","1,295.82","1,356.15","1,280.36",36.58M,3.40%
209,"Sep 29, 2019","1,295.82","1,297.70","1,329.40","1,269.27",33.09M,-0.07%
210,"Sep 22, 2019","1,296.76","1,262.19","1,302.65","1,223.40",51.77M,4.36%
211,"Sep 15, 2019","1,242.57","1,177.83","1,257.98","1,161.64",52.17M,2.35%
212,"Sep 08, 2019","1,214.09","1,209.19","1,228.80","1,194.38",22.48M,0.25%
213,"Sep 01, 2019","1,211.02","1,230.58","1,231.33","1,174.91",45.16M,-2.09%
214,"Aug 25, 2019","1,236.83","1,281.85","1,281.85","1,209.54",47.46M,-2.14%
215,"Aug 18, 2019","1,263.87","1,269.02","1,284.62","1,214.98",35.68M,-0.17%
216,"Aug 11, 2019","1,266.00","1,221.57","1,292.20","1,214.49",73.14M,9.97%
217,"Aug 04, 2019","1,151.19","1,156.04","1,164.46","1,085.02",63.68M,-1.88%
218,"Jul 28, 2019","1,173.23","1,205.47","1,210.53","1,139.55",48.97M,-2.43%
219,"Jul 21, 2019","1,202.40","1,239.25","1,281.75","1,198.64",49.28M,-2.82%
220,"Jul 14, 2019","1,237.27","1,272.93","1,284.82","1,231.03",26.99M,-2.46%
221,"Jul 07, 2019","1,268.48","1,246.19","1,287.79","1,233.81",31.32M,1.36%
222,"Jun 30, 2019","1,251.49","1,246.24","1,278.88","1,234.75",24.33M,0.82%
223,"Jun 23, 2019","1,241.33","1,260.20","1,292.35","1,236.93",37.69M,-2.06%
224,"Jun 16, 2019","1,267.48","1,307.60","1,307.60","1,250.74",37.00M,-2.89%
225,"Jun 09, 2019","1,305.18","1,308.50","1,325.83","1,296.36",29.62M,0.20%
226,"Jun 02, 2019","1,302.55","1,322.46","1,361.35","1,293.34",30.22M,-1.15%
227,"May 26, 2019","1,317.66","1,324.55","1,329.40","1,291.90",56.97M,-0.50%
228,"May 19, 2019","1,324.30","1,301.27","1,378.93","1,291.26",66.02M,5.48%
229,"May 12, 2019","1,255.50","1,236.18","1,266.00","1,215.97",47.16M,1.30%
230,"May 05, 2019","1,239.40","1,384.87","1,389.63","1,233.31",62.04M,-11.19%
231,"Apr 28, 2019","1,395.62","1,383.29","1,404.19","1,353.97",25.65M,1.15%
232,"Apr 21, 2019","1,379.72","1,347.23","1,399.14","1,328.70",48.48M,0.49%
233,"Apr 14, 2019","1,372.94","1,332.37","1,376.70","1,322.46",30.43M,3.19%
234,"Apr 07, 2019","1,330.49","1,343.27","1,344.75","1,308.60",37.85M,-0.80%
235,"Mar 31, 2019","1,341.19","1,357.14","1,393.59","1,330.39",41.45M,-0.69%
236,"Mar 24, 2019","1,350.45","1,318.11","1,365.01","1,304.34",46.14M,1.60%
237,"Mar 17, 2019","1,329.15","1,318.50","1,374.97","1,316.52",41.66M,1.52%
238,"Mar 10, 2019","1,309.24","1,258.12","1,349.21","1,256.09",59.03M,4.31%
239,"Mar 03, 2019","1,255.20","1,211.91","1,267.78","1,207.16",33.62M,3.35%
240,"Feb 24, 2019","1,214.54","1,224.39","1,233.21","1,194.68",48.76M,-0.51%
241,"Feb 17, 2019","1,220.78","1,238.26","1,245.99","1,199.83",41.92M,-0.97%
242,"Feb 10, 2019","1,232.77","1,263.92","1,264.02","1,202.60",37.46M,-2.60%
243,"Feb 03, 2019","1,265.70","1,235.29","1,308.79","1,230.39",46.60M,2.22%
244,"Jan 27, 2019","1,238.21","1,238.76","1,244.16","1,179.92",45.59M,0.32%
245,"Jan 20, 2019","1,234.30","1,182.79","1,252.82","1,177.49",69.78M,5.21%
246,"Jan 13, 2019","1,173.23","1,084.72","1,178.73","1,076.20",54.24M,7.86%
247,"Jan 06, 2019","1,087.74","1,096.60","1,107.95","1,078.38",27.71M,-0.05%
